fpr,tpr
0.0,0.0
0.0,0.006515837104072398
0.0,0.0718552036199095
0.0,0.23040723981900452
0.0,0.3779185520361991
0.0,0.4885067873303167
0.0,0.5643438914027149
0.0,0.6188235294117647
0.0,0.6580995475113122
0.0,0.6950226244343891
0.0,0.7277828054298643
0.0,0.7744796380090497
0.0,0.791131221719457
0.0,0.8050678733031674
0.0,0.8186425339366515
0.0,0.8298642533936652
0.0,0.8405429864253393
0.0,0.8476018099547511
0.0,0.8564705882352941
0.0,0.8628054298642533
0.0,0.866787330316742
0.0,0.8716742081447963
0.0,0.87710407239819
0.0,0.8810859728506787
0.0,0.884524886877828
0.0,0.8881447963800905
0.0,0.8910407239819005
0.0,0.8942986425339366
0.0,0.8962895927601809
0.00018882175226586103,0.8988235294117647
0.00018882175226586103,0.9009954751131222
0.00018882175226586103,0.9033484162895927
0.00018882175226586103,0.9055203619909502
0.00018882175226586103,0.9091402714932126
0.00018882175226586103,0.9116742081447964
0.00018882175226586103,0.9129411764705883
0.00018882175226586103,0.9147511312217195
0.00018882175226586103,0.9151131221719457
0.00018882175226586103,0.9161990950226244
0.00018882175226586103,0.9198190045248869
0.00018882175226586103,0.9203619909502262
0.00018882175226586103,0.9223529411764706
0.00018882175226586103,0.9227149321266969
0.00018882175226586103,0.9238009049773755
0.00018882175226586103,0.9245248868778281
0.00018882175226586103,0.9250678733031674
0.00018882175226586103,0.9261538461538461
0.00018882175226586103,0.9266968325791856
0.00018882175226586103,0.9270588235294117
0.00018882175226586103,0.9277828054298642
0.00018882175226586103,0.9279638009049773
0.00018882175226586103,0.9286877828054299
0.00018882175226586103,0.9301357466063348
0.00018882175226586103,0.9306787330316743
0.00018882175226586103,0.9310407239819004
0.00018882175226586103,0.9321266968325792
0.00018882175226586103,0.9339366515837104
0.00018882175226586103,0.934660633484163
0.00018882175226586103,0.9352036199095023
0.00018882175226586103,0.9359276018099547
0.00018882175226586103,0.9364705882352942
0.00018882175226586103,0.9371945701357466
0.00018882175226586103,0.9377375565610859
0.00018882175226586103,0.9379185520361991
0.00018882175226586103,0.9382805429864254
0.00018882175226586103,0.9390045248868778
0.00018882175226586103,0.9393665158371041
0.00018882175226586103,0.9395475113122171
0.00018882175226586103,0.9399095022624434
0.00018882175226586103,0.9404524886877828
0.00018882175226586103,0.9411764705882353
0.00018882175226586103,0.9413574660633485
0.00018882175226586103,0.9417194570135746
0.00018882175226586103,0.9426244343891402
0.00018882175226586103,0.9429864253393665
0.00018882175226586103,0.9442533936651584
0.00018882175226586103,0.9444343891402714
0.00018882175226586103,0.9447963800904977
0.00018882175226586103,0.945158371040724
0.00018882175226586103,0.9457013574660633
0.00018882175226586103,0.9460633484162896
0.00018882175226586103,0.9462443438914027
0.00018882175226586103,0.9467873303167421
0.00018882175226586103,0.9469683257918552
0.00018882175226586103,0.9476923076923077
0.00018882175226586103,0.9478733031674208
0.00018882175226586103,0.9482352941176471
0.00018882175226586103,0.9493212669683257
0.00018882175226586103,0.949683257918552
0.00018882175226586103,0.9498642533936652
0.00018882175226586103,0.9502262443438914
0.00018882175226586103,0.9505882352941176
0.00018882175226586103,0.9509502262443439
0.00018882175226586103,0.9514932126696832
0.00018882175226586103,0.9522171945701358
0.00018882175226586103,0.9523981900452488
0.00018882175226586103,0.9531221719457014
0.00018882175226586103,0.9538461538461539
0.00018882175226586103,0.954027149321267
0.00018882175226586103,0.9545701357466063
0.00018882175226586103,0.9549321266968326
0.00018882175226586103,0.9552941176470588
0.00018882175226586103,0.9561990950226245
0.00018882175226586103,0.9576470588235294
0.00018882175226586103,0.9581900452488687
0.00018882175226586103,0.958552036199095
0.00018882175226586103,0.9594570135746606
0.00018882175226586103,0.9601809954751132
0.00018882175226586103,0.9603619909502262
0.00018882175226586103,0.9607239819004525
0.00018882175226586103,0.9612669683257918
0.00018882175226586103,0.9616289592760181
0.00018882175226586103,0.9625339366515837
0.00018882175226586103,0.963076923076923
0.00018882175226586103,0.9632579185520362
0.00018882175226586103,0.9639819004524887
0.00018882175226586103,0.9676018099547511
0.00018882175226586103,0.9681447963800905
0.00018882175226586103,0.9692307692307692
0.00018882175226586103,0.9695927601809955
0.00018882175226586103,0.9704977375565611
0.00018882175226586103,0.9708597285067874
0.00018882175226586103,0.9714027149321267
0.00037764350453172205,0.9714027149321267
0.00037764350453172205,0.971764705882353
0.00037764350453172205,0.9721266968325792
0.00037764350453172205,0.9724886877828054
0.0005664652567975831,0.9724886877828054
0.0005664652567975831,0.9730316742081448
0.0005664652567975831,0.973393665158371
0.0005664652567975831,0.9735746606334842
0.0007552870090634441,0.9735746606334842
0.0007552870090634441,0.9759276018099547
0.0009441087613293052,0.9759276018099547
0.0009441087613293052,0.976289592760181
0.0009441087613293052,0.9764705882352941
0.0009441087613293052,0.9768325791855204
0.0009441087613293052,0.9770135746606334
0.0011329305135951663,0.9770135746606334
0.0011329305135951663,0.980633484162896
0.0015105740181268882,0.980633484162896
0.0015105740181268882,0.9811764705882353
0.0016993957703927492,0.9811764705882353
0.0016993957703927492,0.9819004524886877
0.0016993957703927492,0.9828054298642533
0.0016993957703927492,0.9844343891402715
0.0016993957703927492,0.9847963800904977
0.0016993957703927492,0.985158371040724
0.0018882175226586104,0.985158371040724
0.0018882175226586104,0.9876923076923076
0.0020770392749244714,0.9876923076923076
0.0020770392749244714,0.9882352941176471
0.0022658610271903325,0.9882352941176471
0.0022658610271903325,0.9884162895927602
0.0026435045317220545,0.9884162895927602
0.0026435045317220545,0.9891402714932127
0.0028323262839879152,0.9891402714932127
0.0028323262839879152,0.9898642533936651
0.0030211480362537764,0.9898642533936651
0.0030211480362537764,0.9900452488687783
0.0032099697885196376,0.9900452488687783
0.0032099697885196376,0.9902262443438914
0.0033987915407854984,0.9902262443438914
0.0033987915407854984,0.9904072398190045
0.0037764350453172208,0.9904072398190045
0.0037764350453172208,0.9909502262443439
0.004154078549848943,0.9909502262443439
0.004154078549848943,0.9913122171945702
0.004909365558912387,0.9913122171945702
0.004909365558912387,0.9916742081447963
0.004909365558912387,0.9949321266968326
0.005287009063444109,0.9949321266968326
0.005287009063444109,0.9952941176470588
0.0056646525679758305,0.9952941176470588
0.0056646525679758305,0.995475113122172
0.005853474320241692,0.995475113122172
0.005853474320241692,0.995656108597285
0.006042296072507553,0.995656108597285
0.006042296072507553,0.9961990950226244
0.006231117824773414,0.9961990950226244
0.006231117824773414,0.9963800904977376
0.006608761329305136,0.9963800904977376
0.006608761329305136,0.9967420814479638
0.006797583081570997,0.9967420814479638
0.006797583081570997,0.9969230769230769
0.008119335347432024,0.9969230769230769
0.008119335347432024,0.9972850678733032
0.00925226586102719,0.9972850678733032
0.00925226586102719,0.9974660633484163
0.009629909365558912,0.9974660633484163
0.009629909365558912,0.9980090497737557
0.009818731117824773,0.9980090497737557
0.009818731117824773,0.9981900452488688
0.010196374622356496,0.9981900452488688
0.010196374622356496,0.9983710407239819
0.01076283987915408,0.9983710407239819
0.01076283987915408,0.998552036199095
0.0111404833836858,0.998552036199095
0.0111404833836858,0.9987330316742081
0.011895770392749245,0.9987330316742081
0.012462235649546828,0.9987330316742081
0.013406344410876132,0.9987330316742081
0.013406344410876132,0.9989140271493213
0.017560422960725075,0.9989140271493213
0.017560422960725075,0.9990950226244344
0.025113293051359516,0.9990950226244344
0.025113293051359516,0.9992760180995475
0.0256797583081571,0.9992760180995475
0.0256797583081571,0.9994570135746607
0.030966767371601207,0.9994570135746607
0.030966767371601207,0.9998190045248869
0.04135196374622357,0.9998190045248869
0.04135196374622357,1.0
0.05966767371601209,1.0
0.060045317220543806,1.0
0.16295317220543806,1.0
0.1633308157099698,1.0
0.2603851963746224,1.0
0.26076283987915405,1.0
0.26378398791540786,1.0
0.2641616314199396,1.0
0.29040785498489424,1.0
0.29097432024169184,1.0
0.32326283987915405,1.0
0.3236404833836858,1.0
0.3270392749244713,1.0
0.327416918429003,1.0
0.32779456193353473,1.0
0.32817220543806647,1.0
0.3427114803625378,1.0
0.34308912386706947,1.0
0.3589501510574018,1.0
0.35932779456193353,1.0
0.3638595166163142,1.0
0.36423716012084595,1.0
0.37726586102719034,1.0
0.37783232628398794,1.0
0.3783987915407855,1.0
0.3787764350453172,1.0
0.3861404833836858,1.0
0.3865181268882175,1.0
0.403512084592145,1.0
0.4038897280966767,1.0
0.41257552870090636,1.0
0.4129531722054381,1.0
0.42900302114803623,1.0
0.42938066465256797,1.0
0.43051359516616317,1.0
0.43089123867069484,1.0
0.43145770392749244,1.0
0.4401435045317221,1.0
0.44052114803625375,1.0
0.4465634441087613,1.0
0.44694108761329304,1.0
0.4582703927492447,1.0
0.4586480362537764,1.0
0.459214501510574,1.0
0.45959214501510576,1.0
0.4645015105740181,1.0
0.4650679758308157,1.0
0.4677114803625378,1.0
0.46808912386706947,1.0
0.4777190332326284,1.0
0.4780966767371601,1.0
0.48168429003021146,1.0
0.4820619335347432,1.0
0.4826283987915408,1.0
0.4830060422960725,1.0
0.4873489425981873,1.0
0.487726586102719,1.0
0.49206948640483383,1.0
0.49244712990936557,1.0
0.49641238670694865,1.0
0.4967900302114804,1.0
0.5020770392749244,1.0
0.5024546827794562,1.0
0.5277567975830816,1.0
0.5281344410876133,1.0
0.5364425981873112,1.0
0.536820241691843,1.0
0.5392749244712991,1.0
0.5396525679758308,1.0
0.540785498489426,1.0
0.5411631419939577,1.0
0.5419184290030211,1.0
0.5422960725075529,1.0
0.5430513595166163,1.0
0.543429003021148,1.0
0.5490936555891238,1.0
0.5494712990936556,1.0
0.550226586102719,1.0
0.5506042296072508,1.0
0.551737160120846,1.0
0.5521148036253777,1.0
0.5587235649546828,1.0
0.5591012084592145,1.0
0.5653323262839879,1.0
0.5657099697885196,1.0
0.5689199395770392,1.0
0.569297583081571,1.0
0.5904456193353474,1.0
0.5908232628398792,1.0
0.5913897280966768,1.0
0.5917673716012085,1.0
0.5934667673716012,1.0
0.5938444108761329,1.0
0.5944108761329305,1.0
0.5947885196374623,1.0
0.5998867069486404,1.0
0.6002643504531722,1.0
0.6093277945619335,1.0
0.6097054380664653,1.0
0.6117824773413897,1.0
0.6121601208459214,1.0
0.615370090634441,1.0
0.6157477341389728,1.0
0.6210347432024169,1.0
0.6214123867069486,1.0
0.6253776435045317,1.0
0.6257552870090635,1.0
0.6295317220543807,1.0
0.6299093655589124,1.0
0.6338746223564955,1.0
0.6342522658610272,1.0
0.6425604229607251,1.0
0.6429380664652568,1.0
0.6497356495468278,1.0
0.6501132930513596,1.0
0.6565332326283988,1.0
0.6569108761329305,1.0
0.6682401812688822,1.0
0.6686178247734139,1.0
0.6733383685800605,1.0
0.6737160120845922,1.0
0.6790030211480362,1.0
0.679380664652568,1.0
0.6839123867069486,1.0
0.6842900302114804,1.0
0.6897658610271903,1.0
0.690143504531722,1.0
0.6910876132930514,1.0
0.6914652567975831,1.0
0.6931646525679759,1.0
0.6935422960725075,1.0
0.6975075528700906,1.0
0.6980740181268882,1.0
0.7128021148036254,1.0
0.713179758308157,1.0
0.7156344410876133,1.0
0.716012084592145,1.0
0.7192220543806647,1.0
0.7195996978851964,1.0
0.7197885196374623,1.0
0.720166163141994,1.0
0.7284743202416919,1.0
0.7288519637462235,1.0
0.7545317220543807,1.0
0.7549093655589124,1.0
0.762273413897281,1.0
0.7626510574018127,1.0
0.8053247734138973,1.0
0.805702416918429,1.0
0.8234516616314199,1.0
0.8238293051359517,1.0
0.8242069486404834,1.0
0.8245845921450151,1.0
0.8338368580060423,1.0
0.834214501510574,1.0
0.8361027190332326,1.0
0.8364803625377644,1.0
0.8379909365558912,1.0
0.8383685800604229,1.0
0.8676359516616314,1.0
0.8680135951661632,1.0
0.8810422960725075,1.0
0.8814199395770392,1.0
0.8984138972809668,1.0
0.8987915407854985,1.0
0.9375,1.0
0.9378776435045317,1.0
1.0,1.0
